nik,nama,usia,jenis_kelamin,alamat,kota,pekerjaan,status_perkawinan
320131000265,Penduduk_265,80,Laki-laki,Jl. Contoh No.265,Medan,PNS,Cerai Hidup
320165000266,Penduduk_266,3,Laki-laki,Jl. Contoh No.266,Yogyakarta,Mahasiswa,Cerai Hidup
320154000267,Penduduk_267,20,Perempuan,Jl. Contoh No.267,Surabaya,PNS,Cerai Mati
320177000268,Penduduk_268,24,Perempuan,Jl. Contoh No.268,Yogyakarta,Pelajar,Cerai Hidup
320150000269,Penduduk_269,54,Perempuan,Jl. Contoh No.269,Medan,Pengangguran,Belum Kawin
320122000270,Penduduk_270,33,Laki-laki,Jl. Contoh No.270,Denpasar,Pelajar,Cerai Mati
320116000271,Penduduk_271,24,Perempuan,Jl. Contoh No.271,Bandung,Petani,Kawin
320108000272,Penduduk_272,75,Perempuan,Jl. Contoh No.272,Denpasar,Guru,Cerai Mati
320172000273,Penduduk_273,72,Laki-laki,Jl. Contoh No.273,Yogyakarta,Pelajar,Belum Kawin
320174000274,Penduduk_274,36,Perempuan,Jl. Contoh No.274,Bandung,PNS,Belum Kawin
320163000275,Penduduk_275,38,Perempuan,Jl. Contoh No.275,Jakarta,Wiraswasta,Belum Kawin
320184000276,Penduduk_276,84,Perempuan,Jl. Contoh No.276,Makassar,Wiraswasta,Belum Kawin
320123000277,Penduduk_277,89,Laki-laki,Jl. Contoh No.277,Denpasar,Petani,Belum Kawin
320121000278,Penduduk_278,25,Laki-laki,Jl. Contoh No.278,Medan,Dokter,Kawin
320122000279,Penduduk_279,18,Laki-laki,Jl. Contoh No.279,Jakarta,PNS,Cerai Hidup
320115000280,Penduduk_280,82,Laki-laki,Jl. Contoh No.280,Makassar,PNS,Belum Kawin
320198000281,Penduduk_281,66,Perempuan,Jl. Contoh No.281,Medan,Pelajar,Belum Kawin
320123000282,Penduduk_282,54,Laki-laki,Jl. Contoh No.282,Surabaya,Guru,Cerai Mati
320125000283,Penduduk_283,35,Laki-laki,Jl. Contoh No.283,Medan,PNS,Kawin
320187000284,Penduduk_284,80,Perempuan,Jl. Contoh No.284,Bandung,Mahasiswa,Kawin
320148000285,Penduduk_285,61,Perempuan,Jl. Contoh No.285,Bandung,Dokter,Cerai Hidup
320107000286,Penduduk_286,41,Perempuan,Jl. Contoh No.286,Surabaya,Pelajar,Kawin
320133000287,Penduduk_287,33,Laki-laki,Jl. Contoh No.287,Jakarta,Mahasiswa,Cerai Mati
320104000288,Penduduk_288,68,Laki-laki,Jl. Contoh No.288,Makassar,Petani,Cerai Mati
320128000289,Penduduk_289,33,Laki-laki,Jl. Contoh No.289,Medan,Wiraswasta,Cerai Hidup
320137000290,Penduduk_290,14,Perempuan,Jl. Contoh No.290,Bandung,Petani,Cerai Mati
320108000291,Penduduk_291,21,Perempuan,Jl. Contoh No.291,Jakarta,Wiraswasta,Belum Kawin
320167000292,Penduduk_292,48,Laki-laki,Jl. Contoh No.292,Surabaya,Petani,Belum Kawin
320102000293,Penduduk_293,20,Perempuan,Jl. Contoh No.293,Yogyakarta,PNS,Cerai Mati
320127000294,Penduduk_294,8,Perempuan,Jl. Contoh No.294,Denpasar,Mahasiswa,Cerai Hidup
320188000295,Penduduk_295,7,Perempuan,Jl. Contoh No.295,Yogyakarta,Wiraswasta,Kawin
320105000296,Penduduk_296,67,Laki-laki,Jl. Contoh No.296,Yogyakarta,Pelajar,Cerai Hidup
320164000297,Penduduk_297,17,Perempuan,Jl. Contoh No.297,Bandung,Mahasiswa,Kawin
320165000298,Penduduk_298,33,Perempuan,Jl. Contoh No.298,Surabaya,Pelajar,Cerai Mati
320154000299,Penduduk_299,48,Laki-laki,Jl. Contoh No.299,Medan,Mahasiswa,Cerai Mati
320145000300,Penduduk_300,76,Laki-laki,Jl. Contoh No.300,Yogyakarta,Mahasiswa,Belum Kawin
320175000301,Penduduk_301,59,Perempuan,Jl. Contoh No.301,Yogyakarta,Petani,Kawin
320134000302,Penduduk_302,86,Perempuan,Jl. Contoh No.302,Makassar,Wiraswasta,Cerai Hidup
320155000303,Penduduk_303,22,Laki-laki,Jl. Contoh No.303,Bandung,Wiraswasta,Cerai Mati
320141000304,Penduduk_304,30,Laki-laki,Jl. Contoh No.304,Bandung,Guru,Cerai Hidup
320181000305,Penduduk_305,38,Perempuan,Jl. Contoh No.305,Medan,Mahasiswa,Belum Kawin
320125000306,Penduduk_306,51,Perempuan,Jl. Contoh No.306,Denpasar,PNS,Kawin
320188000307,Penduduk_307,54,Perempuan,Jl. Contoh No.307,Jakarta,PNS,Kawin
320111000308,Penduduk_308,8,Perempuan,Jl. Contoh No.308,Makassar,Pelajar,Cerai Mati
320116000309,Penduduk_309,27,Laki-laki,Jl. Contoh No.309,Bandung,Pelajar,Kawin
320159000310,Penduduk_310,27,Perempuan,Jl. Contoh No.310,Makassar,Petani,Cerai Mati
320160000311,Penduduk_311,21,Perempuan,Jl. Contoh No.311,Bandung,Mahasiswa,Belum Kawin
320139000312,Penduduk_312,30,Laki-laki,Jl. Contoh No.312,Makassar,Pelajar,Kawin
320181000313,Penduduk_313,28,Perempuan,Jl. Contoh No.313,Surabaya,Pelajar,Cerai Mati
320120000314,Penduduk_314,64,Laki-laki,Jl. Contoh No.314,Yogyakarta,Dokter,Cerai Hidup
320180000315,Penduduk_315,69,Perempuan,Jl. Contoh No.315,Bandung,Mahasiswa,Cerai Mati
320126000316,Penduduk_316,61,Perempuan,Jl. Contoh No.316,Makassar,Pengangguran,Kawin
320154000317,Penduduk_317,48,Laki-laki,Jl. Contoh No.317,Jakarta,Petani,Belum Kawin
320152000318,Penduduk_318,19,Laki-laki,Jl. Contoh No.318,Surabaya,Pelajar,Kawin
320110000319,Penduduk_319,4,Perempuan,Jl. Contoh No.319,Surabaya,Petani,Kawin
320135000320,Penduduk_320,35,Perempuan,Jl. Contoh No.320,Jakarta,Wiraswasta,Cerai Mati
320158000321,Penduduk_321,64,Perempuan,Jl. Contoh No.321,Makassar,Petani,Cerai Hidup
320111000322,Penduduk_322,49,Laki-laki,Jl. Contoh No.322,Medan,Pengangguran,Kawin
320158000323,Penduduk_323,17,Perempuan,Jl. Contoh No.323,Jakarta,PNS,Cerai Hidup
320188000324,Penduduk_324,44,Laki-laki,Jl. Contoh No.324,Makassar,Pengangguran,Cerai Mati
320128000325,Penduduk_325,30,Laki-laki,Jl. Contoh No.325,Jakarta,PNS,Cerai Hidup
320165000326,Penduduk_326,46,Perempuan,Jl. Contoh No.326,Jakarta,Petani,Cerai Mati
320189000327,Penduduk_327,6,Laki-laki,Jl. Contoh No.327,Bandung,PNS,Belum Kawin
320111000328,Penduduk_328,37,Perempuan,Jl. Contoh No.328,Makassar,Wiraswasta,Cerai Hidup
320109000329,Penduduk_329,24,Perempuan,Jl. Contoh No.329,Medan,Mahasiswa,Cerai Hidup
320138000330,Penduduk_330,46,Perempuan,Jl. Contoh No.330,Yogyakarta,PNS,Belum Kawin
320156000331,Penduduk_331,53,Perempuan,Jl. Contoh No.331,Bandung,PNS,Cerai Hidup
320108000332,Penduduk_332,60,Perempuan,Jl. Contoh No.332,Jakarta,Petani,Belum Kawin
320157000333,Penduduk_333,63,Laki-laki,Jl. Contoh No.333,Yogyakarta,Wiraswasta,Kawin
320180000334,Penduduk_334,85,Laki-laki,Jl. Contoh No.334,Denpasar,Guru,Cerai Mati
320173000335,Penduduk_335,32,Perempuan,Jl. Contoh No.335,Yogyakarta,Guru,Belum Kawin
320181000336,Penduduk_336,87,Perempuan,Jl. Contoh No.336,Jakarta,Guru,Cerai Hidup
320149000337,Penduduk_337,33,Laki-laki,Jl. Contoh No.337,Jakarta,Guru,Belum Kawin
320110000338,Penduduk_338,67,Laki-laki,Jl. Contoh No.338,Makassar,Mahasiswa,Cerai Hidup
320107000339,Penduduk_339,18,Laki-laki,Jl. Contoh No.339,Makassar,Pengangguran,Kawin
320177000340,Penduduk_340,25,Laki-laki,Jl. Contoh No.340,Bandung,Petani,Belum Kawin
320148000341,Penduduk_341,54,Perempuan,Jl. Contoh No.341,Medan,Petani,Kawin
320135000342,Penduduk_342,58,Perempuan,Jl. Contoh No.342,Bandung,Dokter,Cerai Mati
320130000343,Penduduk_343,67,Laki-laki,Jl. Contoh No.343,Surabaya,Wiraswasta,Cerai Hidup
320121000344,Penduduk_344,46,Perempuan,Jl. Contoh No.344,Jakarta,Guru,Cerai Hidup
320195000345,Penduduk_345,24,Laki-laki,Jl. Contoh No.345,Yogyakarta,Mahasiswa,Kawin
320130000346,Penduduk_346,32,Perempuan,Jl. Contoh No.346,Denpasar,Wiraswasta,Cerai Mati
320110000347,Penduduk_347,47,Laki-laki,Jl. Contoh No.347,Jakarta,Guru,Belum Kawin
320199000348,Penduduk_348,86,Perempuan,Jl. Contoh No.348,Jakarta,Mahasiswa,Belum Kawin
320176000349,Penduduk_349,23,Laki-laki,Jl. Contoh No.349,Bandung,Wiraswasta,Cerai Hidup
320185000350,Penduduk_350,66,Laki-laki,Jl. Contoh No.350,Denpasar,Petani,Kawin
320154000351,Penduduk_351,27,Perempuan,Jl. Contoh No.351,Denpasar,Petani,Kawin
320172000352,Penduduk_352,2,Laki-laki,Jl. Contoh No.352,Denpasar,Pengangguran,Belum Kawin
320151000353,Penduduk_353,17,Perempuan,Jl. Contoh No.353,Bandung,Pelajar,Cerai Mati
320188000354,Penduduk_354,33,Perempuan,Jl. Contoh No.354,Jakarta,Pengangguran,Cerai Mati
320148000355,Penduduk_355,9,Laki-laki,Jl. Contoh No.355,Bandung,PNS,Belum Kawin
320107000356,Penduduk_356,43,Perempuan,Jl. Contoh No.356,Makassar,Pengangguran,Belum Kawin
320151000357,Penduduk_357,48,Perempuan,Jl. Contoh No.357,Makassar,Guru,Kawin
320142000358,Penduduk_358,39,Perempuan,Jl. Contoh No.358,Bandung,Dokter,Cerai Mati
320162000359,Penduduk_359,42,Perempuan,Jl. Contoh No.359,Denpasar,Wiraswasta,Belum Kawin
320145000360,Penduduk_360,26,Perempuan,Jl. Contoh No.360,Jakarta,Dokter,Belum Kawin
320121000361,Penduduk_361,50,Laki-laki,Jl. Contoh No.361,Bandung,Pelajar,Cerai Hidup
320151000362,Penduduk_362,25,Perempuan,Jl. Contoh No.362,Bandung,PNS,Belum Kawin
320101000363,Penduduk_363,24,Perempuan,Jl. Contoh No.363,Bandung,Wiraswasta,Belum Kawin
320188000364,Penduduk_364,13,Perempuan,Jl. Contoh No.364,Surabaya,Mahasiswa,Cerai Mati
320126000365,Penduduk_365,60,Perempuan,Jl. Contoh No.365,Makassar,Guru,Kawin
320159000366,Penduduk_366,7,Perempuan,Jl. Contoh No.366,Yogyakarta,PNS,Cerai Mati
320176000367,Penduduk_367,57,Laki-laki,Jl. Contoh No.367,Denpasar,Petani,Kawin
320116000368,Penduduk_368,36,Perempuan,Jl. Contoh No.368,Medan,Pelajar,Cerai Hidup
320161000369,Penduduk_369,45,Laki-laki,Jl. Contoh No.369,Yogyakarta,PNS,Belum Kawin
320150000370,Penduduk_370,20,Laki-laki,Jl. Contoh No.370,Denpasar,Guru,Cerai Hidup
320127000371,Penduduk_371,65,Laki-laki,Jl. Contoh No.371,Medan,Pengangguran,Kawin
320167000372,Penduduk_372,8,Laki-laki,Jl. Contoh No.372,Surabaya,PNS,Cerai Mati
320116000373,Penduduk_373,16,Perempuan,Jl. Contoh No.373,Bandung,Pengangguran,Cerai Mati
320183000374,Penduduk_374,14,Laki-laki,Jl. Contoh No.374,Surabaya,Guru,Cerai Hidup
320199000375,Penduduk_375,76,Laki-laki,Jl. Contoh No.375,Surabaya,Petani,Kawin
320122000376,Penduduk_376,87,Perempuan,Jl. Contoh No.376,Yogyakarta,Wiraswasta,Cerai Hidup
320139000377,Penduduk_377,15,Perempuan,Jl. Contoh No.377,Jakarta,Mahasiswa,Cerai Hidup
320126000378,Penduduk_378,66,Perempuan,Jl. Contoh No.378,Yogyakarta,Petani,Belum Kawin
320184000379,Penduduk_379,32,Laki-laki,Jl. Contoh No.379,Makassar,Pengangguran,Cerai Hidup
320171000380,Penduduk_380,87,Perempuan,Jl. Contoh No.380,Medan,Pengangguran,Belum Kawin
320195000381,Penduduk_381,63,Perempuan,Jl. Contoh No.381,Bandung,Mahasiswa,Belum Kawin
320135000382,Penduduk_382,86,Laki-laki,Jl. Contoh No.382,Yogyakarta,Wiraswasta,Cerai Mati
320197000383,Penduduk_383,51,Perempuan,Jl. Contoh No.383,Medan,PNS,Belum Kawin
320113000384,Penduduk_384,25,Perempuan,Jl. Contoh No.384,Denpasar,Mahasiswa,Belum Kawin
320188000385,Penduduk_385,58,Perempuan,Jl. Contoh No.385,Medan,Pelajar,Cerai Mati
320187000386,Penduduk_386,63,Perempuan,Jl. Contoh No.386,Denpasar,Pelajar,Cerai Hidup
320132000387,Penduduk_387,62,Laki-laki,Jl. Contoh No.387,Yogyakarta,Guru,Kawin
320197000388,Penduduk_388,22,Perempuan,Jl. Contoh No.388,Makassar,Petani,Kawin
320104000389,Penduduk_389,58,Perempuan,Jl. Contoh No.389,Yogyakarta,Pengangguran,Kawin
320193000390,Penduduk_390,58,Laki-laki,Jl. Contoh No.390,Denpasar,Wiraswasta,Cerai Hidup
320107000391,Penduduk_391,86,Perempuan,Jl. Contoh No.391,Medan,Guru,Belum Kawin
320184000392,Penduduk_392,49,Laki-laki,Jl. Contoh No.392,Medan,Petani,Kawin
320107000393,Penduduk_393,52,Perempuan,Jl. Contoh No.393,Denpasar,Petani,Cerai Hidup
320175000394,Penduduk_394,42,Laki-laki,Jl. Contoh No.394,Surabaya,Guru,Belum Kawin
320127000395,Penduduk_395,70,Laki-laki,Jl. Contoh No.395,Makassar,Dokter,Cerai Mati
320177000396,Penduduk_396,15,Laki-laki,Jl. Contoh No.396,Jakarta,Petani,Kawin
320119000397,Penduduk_397,54,Laki-laki,Jl. Contoh No.397,Bandung,Dokter,Belum Kawin
320110000398,Penduduk_398,60,Perempuan,Jl. Contoh No.398,Medan,Pelajar,Kawin
320131000399,Penduduk_399,8,Laki-laki,Jl. Contoh No.399,Bandung,Pelajar,Kawin
320122000400,Penduduk_400,53,Perempuan,Jl. Contoh No.400,Jakarta,Petani,Kawin
320136000401,Penduduk_401,60,Laki-laki,Jl. Contoh No.401,Yogyakarta,Pelajar,Belum Kawin
320144000402,Penduduk_402,5,Laki-laki,Jl. Contoh No.402,Bandung,Wiraswasta,Cerai Hidup
320141000403,Penduduk_403,68,Laki-laki,Jl. Contoh No.403,Jakarta,Dokter,Belum Kawin
320189000404,Penduduk_404,6,Perempuan,Jl. Contoh No.404,Denpasar,Dokter,Kawin
320104000405,Penduduk_405,47,Laki-laki,Jl. Contoh No.405,Surabaya,Petani,Belum Kawin
320176000406,Penduduk_406,55,Perempuan,Jl. Contoh No.406,Medan,Pelajar,Cerai Mati
320196000407,Penduduk_407,40,Perempuan,Jl. Contoh No.407,Jakarta,Mahasiswa,Cerai Hidup
320195000408,Penduduk_408,52,Perempuan,Jl. Contoh No.408,Bandung,Pengangguran,Belum Kawin
320114000409,Penduduk_409,16,Perempuan,Jl. Contoh No.409,Medan,Guru,Cerai Mati
320122000410,Penduduk_410,13,Perempuan,Jl. Contoh No.410,Surabaya,Guru,Cerai Hidup
320190000411,Penduduk_411,30,Perempuan,Jl. Contoh No.411,Denpasar,Dokter,Cerai Mati
320185000412,Penduduk_412,19,Perempuan,Jl. Contoh No.412,Yogyakarta,Petani,Cerai Hidup
320135000413,Penduduk_413,17,Perempuan,Jl. Contoh No.413,Medan,Petani,Belum Kawin
320164000414,Penduduk_414,63,Perempuan,Jl. Contoh No.414,Yogyakarta,Wiraswasta,Cerai Mati
320102000415,Penduduk_415,19,Laki-laki,Jl. Contoh No.415,Jakarta,PNS,Kawin
320152000416,Penduduk_416,58,Laki-laki,Jl. Contoh No.416,Surabaya,Pengangguran,Cerai Mati
320128000417,Penduduk_417,55,Laki-laki,Jl. Contoh No.417,Bandung,PNS,Cerai Hidup
320116000418,Penduduk_418,62,Laki-laki,Jl. Contoh No.418,Surabaya,Dokter,Belum Kawin
320134000419,Penduduk_419,23,Laki-laki,Jl. Contoh No.419,Surabaya,Guru,Cerai Hidup
320182000420,Penduduk_420,9,Perempuan,Jl. Contoh No.420,Makassar,Wiraswasta,Cerai Mati
320192000421,Penduduk_421,12,Perempuan,Jl. Contoh No.421,Surabaya,Wiraswasta,Cerai Mati
320111000422,Penduduk_422,1,Perempuan,Jl. Contoh No.422,Surabaya,Wiraswasta,Kawin
320134000423,Penduduk_423,58,Perempuan,Jl. Contoh No.423,Medan,Dokter,Belum Kawin
320108000424,Penduduk_424,1,Perempuan,Jl. Contoh No.424,Bandung,PNS,Belum Kawin
320185000425,Penduduk_425,34,Perempuan,Jl. Contoh No.425,Medan,Guru,Cerai Mati
320153000426,Penduduk_426,48,Perempuan,Jl. Contoh No.426,Medan,Wiraswasta,Belum Kawin
320134000427,Penduduk_427,89,Laki-laki,Jl. Contoh No.427,Jakarta,Guru,Kawin
320195000428,Penduduk_428,1,Laki-laki,Jl. Contoh No.428,Medan,Pelajar,Cerai Hidup
320149000429,Penduduk_429,16,Laki-laki,Jl. Contoh No.429,Makassar,Petani,Belum Kawin
320178000430,Penduduk_430,61,Laki-laki,Jl. Contoh No.430,Makassar,Petani,Cerai Mati
320174000431,Penduduk_431,64,Perempuan,Jl. Contoh No.431,Yogyakarta,Guru,Cerai Hidup
320107000432,Penduduk_432,63,Perempuan,Jl. Contoh No.432,Jakarta,Mahasiswa,Cerai Hidup
320155000433,Penduduk_433,69,Perempuan,Jl. Contoh No.433,Yogyakarta,Mahasiswa,Kawin
320194000434,Penduduk_434,22,Laki-laki,Jl. Contoh No.434,Yogyakarta,Dokter,Cerai Mati
320166000435,Penduduk_435,67,Perempuan,Jl. Contoh No.435,Denpasar,Dokter,Belum Kawin
320150000436,Penduduk_436,76,Perempuan,Jl. Contoh No.436,Bandung,Petani,Cerai Mati
320140000437,Penduduk_437,26,Perempuan,Jl. Contoh No.437,Bandung,Pelajar,Cerai Hidup
320138000438,Penduduk_438,16,Laki-laki,Jl. Contoh No.438,Medan,Pengangguran,Cerai Mati
320199000439,Penduduk_439,51,Perempuan,Jl. Contoh No.439,Medan,PNS,Belum Kawin
320194000440,Penduduk_440,86,Laki-laki,Jl. Contoh No.440,Denpasar,PNS,Belum Kawin
320175000441,Penduduk_441,57,Laki-laki,Jl. Contoh No.441,Medan,Dokter,Kawin
320108000442,Penduduk_442,29,Laki-laki,Jl. Contoh No.442,Bandung,Pelajar,Belum Kawin
320105000443,Penduduk_443,78,Laki-laki,Jl. Contoh No.443,Yogyakarta,Dokter,Belum Kawin
320125000444,Penduduk_444,69,Perempuan,Jl. Contoh No.444,Surabaya,Pengangguran,Cerai Mati
320192000445,Penduduk_445,47,Laki-laki,Jl. Contoh No.445,Makassar,PNS,Cerai Mati
320109000446,Penduduk_446,62,Laki-laki,Jl. Contoh No.446,Surabaya,Guru,Cerai Hidup
320190000447,Penduduk_447,69,Perempuan,Jl. Contoh No.447,Surabaya,Dokter,Kawin
320152000448,Penduduk_448,76,Perempuan,Jl. Contoh No.448,Bandung,Wiraswasta,Cerai Mati
320166000449,Penduduk_449,16,Laki-laki,Jl. Contoh No.449,Surabaya,Guru,Belum Kawin
320192000450,Penduduk_450,48,Perempuan,Jl. Contoh No.450,Denpasar,Pengangguran,Cerai Hidup
320108000451,Penduduk_451,85,Laki-laki,Jl. Contoh No.451,Jakarta,Pengangguran,Cerai Mati
320180000452,Penduduk_452,39,Laki-laki,Jl. Contoh No.452,Medan,Dokter,Kawin
320191000453,Penduduk_453,33,Laki-laki,Jl. Contoh No.453,Jakarta,Petani,Kawin
320197000454,Penduduk_454,23,Laki-laki,Jl. Contoh No.454,Yogyakarta,Dokter,Cerai Hidup
320148000455,Penduduk_455,10,Perempuan,Jl. Contoh No.455,Makassar,Petani,Cerai Hidup
320187000456,Penduduk_456,69,Laki-laki,Jl. Contoh No.456,Medan,Pengangguran,Cerai Hidup
320151000457,Penduduk_457,34,Perempuan,Jl. Contoh No.457,Surabaya,Pelajar,Cerai Hidup
320162000458,Penduduk_458,52,Perempuan,Jl. Contoh No.458,Makassar,Pengangguran,Cerai Hidup
320115000459,Penduduk_459,10,Perempuan,Jl. Contoh No.459,Medan,PNS,Belum Kawin
320167000460,Penduduk_460,19,Perempuan,Jl. Contoh No.460,Denpasar,Guru,Belum Kawin
320168000461,Penduduk_461,58,Laki-laki,Jl. Contoh No.461,Denpasar,Guru,Cerai Mati
320193000462,Penduduk_462,1,Perempuan,Jl. Contoh No.462,Denpasar,Mahasiswa,Kawin
320130000463,Penduduk_463,69,Laki-laki,Jl. Contoh No.463,Denpasar,Mahasiswa,Belum Kawin
320162000464,Penduduk_464,4,Perempuan,Jl. Contoh No.464,Surabaya,Pengangguran,Belum Kawin
320137000465,Penduduk_465,16,Perempuan,Jl. Contoh No.465,Jakarta,PNS,Belum Kawin
320189000466,Penduduk_466,24,Laki-laki,Jl. Contoh No.466,Medan,Mahasiswa,Cerai Mati
320187000467,Penduduk_467,80,Laki-laki,Jl. Contoh No.467,Surabaya,Guru,Cerai Hidup
320176000468,Penduduk_468,2,Laki-laki,Jl. Contoh No.468,Denpasar,Dokter,Cerai Mati
320173000469,Penduduk_469,32,Perempuan,Jl. Contoh No.469,Yogyakarta,Pelajar,Kawin
320196000470,Penduduk_470,84,Perempuan,Jl. Contoh No.470,Jakarta,Pelajar,Kawin
320188000471,Penduduk_471,24,Laki-laki,Jl. Contoh No.471,Yogyakarta,PNS,Kawin
320121000472,Penduduk_472,12,Laki-laki,Jl. Contoh No.472,Makassar,Pengangguran,Kawin
320129000473,Penduduk_473,50,Laki-laki,Jl. Contoh No.473,Yogyakarta,Mahasiswa,Belum Kawin
320191000474,Penduduk_474,35,Laki-laki,Jl. Contoh No.474,Makassar,Dokter,Belum Kawin
320101000475,Penduduk_475,33,Perempuan,Jl. Contoh No.475,Makassar,Pelajar,Cerai Mati
320153000476,Penduduk_476,33,Laki-laki,Jl. Contoh No.476,Denpasar,Pelajar,Cerai Hidup
320146000477,Penduduk_477,61,Laki-laki,Jl. Contoh No.477,Makassar,Wiraswasta,Kawin
320182000478,Penduduk_478,51,Laki-laki,Jl. Contoh No.478,Bandung,Pengangguran,Cerai Mati
320162000479,Penduduk_479,43,Laki-laki,Jl. Contoh No.479,Medan,Wiraswasta,Belum Kawin
320156000480,Penduduk_480,12,Perempuan,Jl. Contoh No.480,Medan,Guru,Belum Kawin
320189000481,Penduduk_481,67,Laki-laki,Jl. Contoh No.481,Denpasar,Pelajar,Cerai Hidup
320130000482,Penduduk_482,65,Perempuan,Jl. Contoh No.482,Bandung,PNS,Cerai Hidup
320194000483,Penduduk_483,33,Laki-laki,Jl. Contoh No.483,Yogyakarta,Petani,Cerai Hidup
320178000484,Penduduk_484,40,Laki-laki,Jl. Contoh No.484,Surabaya,Petani,Cerai Mati
320112000485,Penduduk_485,74,Perempuan,Jl. Contoh No.485,Yogyakarta,Dokter,Belum Kawin
320142000486,Penduduk_486,43,Laki-laki,Jl. Contoh No.486,Surabaya,Pelajar,Belum Kawin
320137000487,Penduduk_487,44,Perempuan,Jl. Contoh No.487,Makassar,Pelajar,Cerai Hidup
320126000488,Penduduk_488,29,Perempuan,Jl. Contoh No.488,Jakarta,Guru,Kawin
320145000489,Penduduk_489,13,Laki-laki,Jl. Contoh No.489,Surabaya,Pelajar,Cerai Hidup
320193000490,Penduduk_490,12,Perempuan,Jl. Contoh No.490,Jakarta,PNS,Cerai Mati
320161000491,Penduduk_491,46,Perempuan,Jl. Contoh No.491,Medan,Wiraswasta,Cerai Hidup
320104000492,Penduduk_492,2,Perempuan,Jl. Contoh No.492,Jakarta,Pelajar,Cerai Hidup
320161000493,Penduduk_493,35,Perempuan,Jl. Contoh No.493,Medan,Pelajar,Cerai Mati
320128000494,Penduduk_494,87,Perempuan,Jl. Contoh No.494,Bandung,Guru,Cerai Hidup
320123000495,Penduduk_495,81,Perempuan,Jl. Contoh No.495,Bandung,Pengangguran,Belum Kawin
320149000496,Penduduk_496,8,Perempuan,Jl. Contoh No.496,Denpasar,Mahasiswa,Kawin
320183000497,Penduduk_497,26,Perempuan,Jl. Contoh No.497,Denpasar,Pengangguran,Cerai Hidup
320107000498,Penduduk_498,74,Laki-laki,Jl. Contoh No.498,Makassar,Guru,Cerai Mati
320133000499,Penduduk_499,34,Laki-laki,Jl. Contoh No.499,Surabaya,Pengangguran,Kawin
320123000500,Penduduk_500,7,Perempuan,Jl. Contoh No.500,Makassar,Guru,Cerai Mati
320106000501,Penduduk_501,68,Laki-laki,Jl. Contoh No.501,Medan,PNS,Kawin
320134000502,Penduduk_502,58,Perempuan,Jl. Contoh No.502,Makassar,Dokter,Kawin
320176000503,Penduduk_503,75,Perempuan,Jl. Contoh No.503,Jakarta,Pelajar,Cerai Hidup
320162000504,Penduduk_504,29,Laki-laki,Jl. Contoh No.504,Medan,Guru,Belum Kawin
320149000505,Penduduk_505,36,Perempuan,Jl. Contoh No.505,Denpasar,Guru,Cerai Hidup
320170000506,Penduduk_506,89,Perempuan,Jl. Contoh No.506,Bandung,Mahasiswa,Cerai Mati
320183000507,Penduduk_507,21,Perempuan,Jl. Contoh No.507,Denpasar,Guru,Cerai Mati
320189000508,Penduduk_508,36,Perempuan,Jl. Contoh No.508,Surabaya,Petani,Kawin
320111000509,Penduduk_509,10,Laki-laki,Jl. Contoh No.509,Medan,Dokter,Kawin
320152000510,Penduduk_510,73,Perempuan,Jl. Contoh No.510,Medan,Pelajar,Belum Kawin
320129000511,Penduduk_511,24,Perempuan,Jl. Contoh No.511,Jakarta,Pelajar,Cerai Hidup
320104000512,Penduduk_512,64,Perempuan,Jl. Contoh No.512,Surabaya,Mahasiswa,Cerai Mati
320113000513,Penduduk_513,49,Laki-laki,Jl. Contoh No.513,Bandung,PNS,Kawin
320123000514,Penduduk_514,36,Perempuan,Jl. Contoh No.514,Yogyakarta,Pelajar,Belum Kawin
320104000515,Penduduk_515,82,Laki-laki,Jl. Contoh No.515,Medan,Petani,Cerai Mati
320123000516,Penduduk_516,24,Laki-laki,Jl. Contoh No.516,Medan,Pelajar,Kawin
320131000517,Penduduk_517,23,Perempuan,Jl. Contoh No.517,Jakarta,Petani,Cerai Mati
320145000518,Penduduk_518,62,Perempuan,Jl. Contoh No.518,Makassar,Dokter,Belum Kawin
320129000519,Penduduk_519,37,Laki-laki,Jl. Contoh No.519,Bandung,Dokter,Belum Kawin
320190000520,Penduduk_520,12,Perempuan,Jl. Contoh No.520,Denpasar,Wiraswasta,Cerai Mati
320177000521,Penduduk_521,55,Laki-laki,Jl. Contoh No.521,Surabaya,Wiraswasta,Cerai Hidup
320166000522,Penduduk_522,13,Laki-laki,Jl. Contoh No.522,Medan,Petani,Cerai Mati
320160000523,Penduduk_523,23,Perempuan,Jl. Contoh No.523,Medan,PNS,Kawin
320183000524,Penduduk_524,89,Perempuan,Jl. Contoh No.524,Denpasar,Pelajar,Cerai Hidup
320112000525,Penduduk_525,30,Laki-laki,Jl. Contoh No.525,Bandung,Guru,Kawin
320192000526,Penduduk_526,17,Laki-laki,Jl. Contoh No.526,Makassar,Pelajar,Cerai Mati
320196000527,Penduduk_527,62,Laki-laki,Jl. Contoh No.527,Medan,Wiraswasta,Cerai Hidup
320180000528,Penduduk_528,84,Laki-laki,Jl. Contoh No.528,Bandung,Pengangguran,Kawin
320172000529,Penduduk_529,89,Perempuan,Jl. Contoh No.529,Denpasar,Guru,Cerai Mati
320125000530,Penduduk_530,86,Perempuan,Jl. Contoh No.530,Jakarta,Petani,Cerai Mati
320118000531,Penduduk_531,13,Perempuan,Jl. Contoh No.531,Makassar,Guru,Cerai Hidup
